index,sample_id,possible_answers,query_type,query,answer,image_name
20317285,20317285,The appliance is a toaster.,"15-drawer_above,s",What is the appliance above the drawer called?,toaster,n350766.jpg
201391788,201391788,"No, the shirt is black.",06-shirt_blue,Does the cloth shirt have blue color?,no,n477702.jpg
20317287,20317287,The appliance is a toaster.,"15-drawer_above,s",What appliance is above the drawer?,toaster,n350766.jpg
20929384,20929384,"No, the motorcycle is on the left of the image.",06-motorcycle_right,Is the motorcycle on the right part?,no,n9181.jpg
201751805,201751805,"Yes, the bat is Adidas and modern.",05-adidas_modern,Is the plastic bat Adidas and modern?,yes,n355567.jpg
202258265,202258265,The animal is a horse.,"15-ground_on top of,s",What is the animal that is on top of the ground?,horse,n216553.jpg
202257147,202257147,The animal is a dog.,"15-grass_playing in,s",What kind of animal is playing in the grass?,dog,n92308.jpg
201974551,201974551,"No, the trousers are white.",06-pants_brown,Are the trousers brown?,no,n274905.jpg
201624025,201624025,The plate is in front of the woman.,"14-plate_in front of,o",Who is the plate in front of?,woman,n59676.jpg
201303359,201303359,The man is standing beside the chair.,"14-man_standing beside,o",What is the man that is not young standing beside of?,chair,n518912.jpg
201713544,201713544,The spray bottle is on the left of the image.,10c-spray bottle_hposition,"On which side of the picture is the small bottle, the right or the left?",left,n455563.jpg
201758079,201758079,The woman is in the top of the image.,10c-woman_vposition,Is the woman in the top part or in the bottom?,top,n4777.jpg
202100630,202100630,The watercraft is boats.,"15-ocean_floating on,s",What type of watercraft is floating on the ocean?,boats,n386688.jpg
20480553,20480553,"Yes, the water bottle is full.",06-water bottle_full,Is the water bottle full?,yes,n520071.jpg
201574179,201574179,The fence is to the right of the man.,13-man_fence,Is the metal fence to the right or to the left of the man the door is behind of?,right,n116329.jpg
201302009,201302009,"Yes, there is a white racket.",04-racket_white,Are there white rackets in this image?,yes,n127705.jpg
20211095,20211095,"Yes, the packet is on the left of the image.",06-packet_left,Is the packet on the left?,yes,n312206.jpg
201757957,201757957,"Yes, the bottle is to the left of a cup.",13-bottle_cup,Is the short bottle to the left of a cup?,yes,n4777.jpg
202244532,202244532,The vegetables are beans.,12q-vegetable_n#orange,What vegetables are not orange?,beans,n296467.jpg
202240690,202240690,"Yes, the shirt is white.",06-shirt_white,Does the shirt have white color?,yes,n162148.jpg
201030570,201030570,The boy is sitting.,sitting,Who is sitting?,boy,n54424.jpg
202108008,202108008,The hat is blue.,10q-hat_color,What is the color of the hat?,blue,n133585.jpg
20287719,20287719,The catcher is waiting.,waiting,Who is waiting?,catcher,n317260.jpg
202240699,202240699,The shirt is worn on the undershirt.,"14-undershirt_worn on,s",What is worn on the undershirt?,shirt,n162148.jpg
20247144,20247144,It is a park.,02q-place,Which place is it?,park,n223750.jpg
20679244,20679244,The animal is a giraffe.,"15-house_to the right of,s",What is the animal to the right of the house?,giraffe,n493357.jpg
201951606,201951606,"Yes, the tents are on the left of the image.",06-tents_left,Are the large tents on the left side?,yes,n256120.jpg
20679242,20679242,The giraffe is eating from the branches.,"14-giraffe_eating from,o",Where is the giraffe that looks yellow and brown eating from?,branches,n493357.jpg
20489787,20489787,"No, the table lamp is white but small.",05-large_white,Does the table lamp have large size and white color?,no,n145498.jpg
201153599,201153599,"Yes, there is a giraffe in front of the forest.",13-forest_giraffe,Are there giraffes in front of the forest that is not sparse?,yes,n160664.jpg
201556540,201556540,The desk is tan.,10c-desk_color,Is the wood desk above the cords red or tan?,tan,n525901.jpg
201153597,201153597,The giraffe is in front of the forest.,"14-giraffe_in front of,o",The giraffe is in front of what?,forest,n160664.jpg
20856728,20856728,The wallet is lying on top of the bed.,"15-wallet_lying on top of,o",Which kind of furniture is the wallet lying on top of?,bed,n293477.jpg
201153595,201153595,The animal is a giraffe.,"15-forest_in front of,s",Which kind of animal is in front of the forest?,giraffe,n160664.jpg
20412424,20412424,The chairs are light.,10q-chairs_tone,The chairs that are on the left of the photo have what tone?,light,n445353.jpg
201109677,201109677,The traffic light is black.,10c-traffic light_color,Is the traffic light above the SUV green or black?,black,n167164.jpg
201399940,201399940,"Yes, there is a blanket.",09existOr-blanket_curtains,Are there either curtains or blankets?,yes,n344136.jpg
201711361,201711361,The books are thick.,10q-books_thickness,How thick are the books?,thick,n302387.jpg
202053257,202053257,"No, the player is playing.",06-player_waiting,Does the player that is to the right of the batter seem to be waiting?,no,n334278.jpg
202012478,202012478,The woman is in front of the cabinets.,"14-woman_in front of,o",What is the woman in front of?,cabinets,n326988.jpg
20306470,20306470,The man is in front of the television.,"14-man_in front of,o",What is that man in front of?,television,n554880.jpg
20257312,20257312,The sand is small.,10q-sand_size,How large is the sand?,small,n441859.jpg
2055947,2055947,"Yes, the apartment building is brown.",06-apartment building_brown,Does the building behind the car look brown?,yes,n263180.jpg
20783053,20783053,"Yes, the laptop is made of plastic.",04-laptop_plastic,Is there either a laptop or a chair that is made of plastic?,yes,n355339.jpg
20734253,20734253,"No, the sky is bright but blue.",05-bright_white,Is the clear sky bright and white?,no,n90944.jpg
20631803,20631803,The baseball bat is short.,10q-baseball bat_length,How long is the baseball bat the batter is holding?,short,n570181.jpg
20911223,20911223,The skater is riding on a skateboard.,"14-skateboard_riding on,s",Who is riding on the skateboard?,skater,n217003.jpg
20911222,20911222,The skater is riding on a skateboard.,"14-skateboard_riding on,s",Who is riding on a skateboard?,skater,n217003.jpg
20911221,20911221,The skater is jumping.,jumping,Who is jumping?,skater,n217003.jpg
20715831,20715831,"No, the sky is huge but blue.",05-huge_white,Is the sky both huge and white?,no,n507149.jpg
202243313,202243313,"Yes, the woman is to the right of the man.",13-woman_man,Is the woman to the right of the person that is standing near the truck?,yes,n557666.jpg
201947823,201947823,"No, the sink is clean but white.",05-blue_clean,Is the sink clean and blue?,no,n473688.jpg
201737886,201737886,The player is on the field.,"14-field_on,s",Who is on the field?,player,n531731.jpg
201109414,201109414,"Yes, the house is blue.",06-house_blue,Do you think that house is blue?,yes,n167164.jpg
20306474,20306474,The man is in front of the TV.,"15-man_in front of,o",Which kind of device is the man in front of?,television,n554880.jpg
201175487,201175487,"Yes, the woman wears a necklace.",13-woman_necklace,Does she wear a necklace?,yes,n357784.jpg
20412399,20412399,The chair is in front of the bricks.,"14-bricks_in front of,s",What is in front of the bricks?,chair,n445353.jpg
20306471,20306471,The man is in front of the television.,"14-man_in front of,o",What's the man in front of?,television,n554880.jpg
20306472,20306472,The device is a television.,"15-man_in front of,o",What is the device that the man is in front of?,television,n554880.jpg
20442283,20442283,The counter top is beige.,10q-countertop_color,Which color is the countertop made of granite?,beige,n207708.jpg
201859352,201859352,"No, the lid is made of plastic.",06-lid_stainless steel,Is the lid that looks oval made of stainless steel?,no,n546884.jpg
201109411,201109411,"No, the house is blue but large.",05-blue_small,Does the bright house have small size and blue color?,no,n167164.jpg
201795424,201795424,"No, the child is on the right of the image.",06-child_left,Is the small child on the left side of the picture?,no,n119944.jpg
201920629,201920629,"No, the field is smooth but grassy.",05-smooth_snowy,Does the field look smooth and snowy?,no,n187544.jpg
202081880,202081880,The cat is lying on the mouse pad.,"14-cat_lying on,o",What is the cat lying on?,mouse pad,n433692.jpg
20518630,20518630,"Yes, both the tissue box and the toilet are white.",09verifyAttrAnd-tissue box_toilet,Are both the tissue box that looks square and the toilet white?,yes,n141939.jpg
20119029,20119029,"Yes, the man is below the umbrella.",13-man_umbrella,Is the happy man below the umbrella the woman is holding?,yes,n540852.jpg
201407198,201407198,"No, the crowd is standing.",06-crowd_sitting,Is the crowd sitting?,no,n282607.jpg
2097565,2097565,"The material, both the keyboard and the desk are plastic.",09common-desk_keyboard,What do both the keyboard and the desk have in common?,material,n513429.jpg
201804759,201804759,The lamp is to the left of the vase.,13-vase_lamp,Is the lamp to the left or to the right of the vase?,left,n51002.jpg
201947798,201947798,"No, the toilet is clean.",06-toilet_dirty,Is the toilet dirty?,no,n473688.jpg
201822285,201822285,The toilet seat is small.,10q-toilet seat_size,What size is the toilet seat that is white?,small,n417401.jpg
201760705,201760705,The man is looking at the soccer ball.,"14-man_looking at,o",The man is looking at what?,soccer ball,n350732.jpg
202012500,202012500,The glasses are inside the cabinets.,"15-glasses_inside,o",Which kind of furniture are the glasses inside of?,cabinets,n326988.jpg
201207178,201207178,The fruits are apples.,12q-fruit_brown,What fruits are brown?,apples,n222915.jpg
201207171,201207171,The vegetables is not sliced.,12c-food_n#sliced,"What food is not sliced, the apples or the vegetables?",vegetables,n222915.jpg
201207175,201207175,The food is vegetables.,12q-food_n#sliced,What food isn't sliced?,vegetables,n222915.jpg
201207174,201207174,The food is vegetables.,12q-food_n#sliced,What is the food that is not sliced called?,vegetables,n222915.jpg
20887203,20887203,"Yes, the office is small and modern.",05-modern_small,Does that office look small and modern?,yes,n282436.jpg
20746593,20746593,The animals are birds.,"15-bridge_flying above,s",What are the animals that are flying above the bridge called?,birds,n477215.jpg
20746592,20746592,The birds are flying above the bridge.,"14-bridge_flying above,s",What animal is flying above the bridge?,birds,n477215.jpg
201920481,201920481,"Yes, the person is playing.",06-person_playing,Is the person playing?,yes,n187544.jpg
202156728,202156728,The sky is cloudy.,10c-sky_weather,Is the dark sky clear or cloudy?,cloudy,n543966.jpg
20691468,20691468,The towels are sitting inside the shelves.,"14-shelves_sitting inside,s",What is sitting inside the shelves?,towels,n153293.jpg
20746599,20746599,The birds are flying above the bridge.,"14-birds_flying above,o",What are the birds flying above?,bridge,n477215.jpg
201654586,201654586,"Yes, the fence is on the right of the image.",06-fence_right,Is the fence on the right of the image?,yes,n6309.jpg
201982498,201982498,The piece of furniture is a side table.,"15-couch_to the left of,s",How is the piece of furniture to the left of the couch that is in front of the mirror called?,side table,n526228.jpg
201228327,201228327,The bench is made of concrete.,10c-bench_material,"Which material is the bench which is to the left of the lamp made of, concrete or iron?",concrete,n154856.jpg
2075670,2075670,"No, the windows are dark but square.",05-dark_round,Are the glass windows round and dark?,no,n315859.jpg
201228320,201228320,The bench is dark.,10q-bench_color,What color is the bench made of cement?,dark,n154856.jpg
201570982,201570982,The woman is wearing a coat.,"14-coat_wearing,s",Who is wearing a coat?,woman,n382416.jpg
